8T	AV1	AV2	B	C1	C2	D	DV	G	GE	H	IN12	IN2	IN5	M	MNP1	MNP2	MNP3	MST	N1	N3	N5	N6	N8	NK1	NK2	NKT1	NKT2	NP	P	PDC	PT1	PT2	PT3	Th	Group
0	1.125729801	0.118088713	0	0	0	0	5.19914273	4.591551376	1.328321762	0	0	0	0	4.634157458	0	0	0	0	0	0	0	0	0.99232882	0.045748062	0.437745733	0	0	0	0	0.036361372	0	0	0.164015382	0	Group1
0	2.947643877	0	0	0	0	0	7.97208979	5.090452941	0.567293069	0	0	0	0	6.455459918	0	0	0.12154265	0	0	0	0	0	1.077896234	0	0.37757697	0	0	0	0	0.026947607	0	0	0	0	Group1
0	1.834296119	0.031413477	0	0	0	0	5.387612563	3.379845237	1.813921816	0	0	0	0	8.8646689	0	0	0.146913158	0.001396153	0	0	0	0	0.694673252	0.056809537	0.124243563	0	0	0	0	0.068327137	0	0	0	0	Group1
0	1.686867513	0.159681966	0.084685179	0	0	0	6.62110333	5.167369312	1.988093472	0	0	0	0	7.565423812	0	0.137593422	0.022028551	0.002293794	0	0	0	0	0.64910789	0.008115473	0.44769504	0	0	0	0	0.069802928	0	0	0	0	Group1
0	2.827079919	0.066084676	0.015892643	0	0	0	9.662040059	7.176555844	0.904534075	0	0	0	0	5.187460542	0.035220906	0	0.047271234	0	0	0	0	0	0	0	0.134157443	0	0	0	0	0.120344001	0	0	0	0	Group1
0	1.966180387	0.080245937	0	0.114671071	0	0	7.384885551	3.961824065	1.053880141	0	0	0	0	4.20272196	0	0	0	0	0	0	0	0	0.444096707	0	0.258500081	0	0	0	0	0.057520342	0	0	0	0	Group1
0	1.956243665	0.301241566	0	0	0	0	6.757533978	5.862577767	0.500022652	0	0	0	0	6.00596132	0	0	0.014840697	0	0	0	0	0	1.180357616	0	0.163639328	0	0	0	0	0	0	0	0	0	Group1
0	3.947845746	0	0	0	0	0	6.56159491	7.195006457	1.572983019	0	0	0	0	5.612837568	0	0	0	0.00085986	0	0	0	0	1.193675065	0	0.108471933	0	0	0	0	0	0	0	0	0	Group1
0	1.939126858	0	0	0.09344097	0	0.060809459	8.549888375	6.569012998	1.686839154	0	0	0	0	6.667841555	0.005885888	0.177146252	0.117609682	0	0	0	0	0	0.318968571	0	0.22397059	0	0	0	0	0	0	0	0	0	Group1
0	0.86860977	0	0	0.215077177	0	0	7.011669051	4.221363672	1.547654407	0	0	0	0	6.317272446	0.103541596	0	0	0.003937981	0	0	0	0	1.448251065	0	0.583832108	0	0	0	0	0.151069672	0	0	0.13959587	0	Group1
0	1.607084799	0	0	0	0	0	6.559130032	6.840070037	1.881416447	0	0	0	0	4.749814414	0.000582535	0	0.038653169	0.011810158	0	0	0	0	1.10793532	0	0.3632147	0	0	0	0	0	0	0	0.029157785	0	Group1
0	1.150328369	0.150480409	0	0	0	0.003555002	5.832518941	4.055598833	1.465977916	0	0	0	0	5.074165805	0.455607023	0	0.116977719	0.004853317	0	0	0	0	1.652251865	0	0.229840917	0	0	0	0.007989703	0	0	0	0	0	Group1
0	0.610064712	0	0	0	0	0	7.490954176	5.656816288	0.821387681	0	0	0	0	4.574709953	0	0	0	0	0	0	0	0	0	0.01368374	0.063839713	0	0	0	0	0.068480667	0	0	0	0	Group1
0	2.652518457	0.285899726	0.398362834	0	0	0	8.080105583	4.699885888	1.733956292	0	0	0	0	6.222294489	0.092836582	0	0.219405916	0.001221339	0	0	0	0	1.56778927	0	0.317339274	0	0	0	0	0.006125482	0	0	0	0	Group1
0	3.092493364	0.274862154	0.295753452	0	0	0	8.191870351	5.424825256	1.213189322	0	0	0	0	7.887520747	0.014538904	0	0.08597246	0	0	0	0	0	1.871900392	0	0.501946422	0	0	0	0	0	0	0	0	0	Group1
0	1.45720218	0.510810433	0.427184656	0	0	0	7.386523213	3.912195691	2.312694809	0	0	0	0	9.071479388	0	0.09952869	0.207795096	0.010267483	0	0	0	0	1.249332744	0	0.46751751	0	0	0	0	0.093517094	0	0	0	0	Group1
0	2.383937908	0	0	0	0	0	9.431418784	6.564530371	1.101133728	0	0	0	0	6.178619028	0	0	0	0.001094344	0	0	0	0	1.409042825	0	0.226538625	0	0	0	0	0	0	0	0	0	Group1
0	4.551839071	0	0	0	0	0	6.848569861	5.901921449	2.097733605	0	0	0	0	5.295441275	0.162708815	0	0.006777871	0.003979263	0	0	0	0	1.246122778	0	0.5079594	0	0	0	0	0.056192095	0	0	0.404486847	0	Group1
0	1.188108229	0.114262389	0	0	0	0	7.926209479	5.842769717	1.810494417	0	0	0	0	7.413917178	0.045099439	0.089150504	0.243933789	0.00269714	0	0	0	0	2.816271748	0	0.41624542	0	0	0	0	0	0	0	0.611805492	0	Group1
0	2.758125081	0	0	0	0	0.14137086	6.768758868	4.977597071	1.369912757	0	0	0	0	6.443205126	0.179175239	0.025300231	0.06555196	0	0	0	0	0	1.649391114	0	0.198719691	0	0	0	0	0.108318035	0	0	0	0	Group1
0	2.833182154	0.033136827	0	0.016849346	0	0.227880662	7.88731695	4.266964855	1.740543348	0	0	0	0	7.622923147	0.017623743	0.2079219	0.126061869	0.01241528	0	0	0	0	2.574527566	0	0.478112013	0	0	0	0	0.075704366	0	0	0	0	Group1
0	0.662583194	0	0	3.077898665	0	13.54421275	0.15012972	0	0	0	0	0	0	0.340815114	0	0	0.151263542	0	0	0	0	0	7.469804831	0	0	0	0	0	0	0.012252761	0	0	0	0	Group1
0	1.489853578	0	0	0.374873416	0	0.411802022	0.092686909	0	0.409508211	0	0	0	0	1.20923959	0	0	0	0	0	0	0	0	8.63688659	0	0.268023917	0	0	0	0.155383052	0.133530245	0	0	7.950564249	0	Group1
0	0.776621167	0	0	1.863059128	1.751672488	16.3535845	0.188520632	0	0.305201774	0	0	0	0	1.331133266	0	0	0	0.002688232	0	0	0	0	6.093310587	0	0	0	0	0	0	0.226779197	0	0	0	0	Group2
0	1.10865386	0.21273929	0	1.20137384	0.336401939	1.694687401	0.365266149	0	0.298791666	0	0.044425438	0	0	1.734025231	0	0.102063529	0	0	0	0	0	0	10.14906308	0	0.359143589	0	0	0	0	0.25351693	0	0	2.127917238	0	Group2
0	0.594490852	0	0	1.710529204	1.913343416	18.49156227	0.122652116	0	0.101349198	0	0	0	0	0.932792638	0	0	0	0.002310183	0	0	0	0	7.505521075	0	0.258111154	0	0	0	0	0.074202952	0	0	0	0	Group2
0	1.210284032	0.475374739	0	1.531533218	0.18984134	1.233056966	0.202209326	0	0.312346188	0	0.024831928	0	0	1.974435871	0	0	0.15140639	0.012855824	0	0	0	0	6.798536731	0	0.641719428	0	0	0	0.00530942	0.129865646	0	0	2.162501579	0	Group2
0	1.042818026	0	0	0.822333164	3.506248516	16.6395511	0.154866412	0	0.107162744	0	0	0	0	1.234235395	0	0	0	0	0	0	0	0	4.188202364	0	0.222249303	0	0	0	0	0	0	0	0	0	Group2
0	1.702058557	0.312294609	0.302765084	0.44766977	0.48751112	0.966803829	0.10992629	0	0.148356297	0	0	0	0	1.253108401	0	0.073163394	0	0	0	0	0	0	6.552214489	0	0.465860026	0	0	0	0	0.192194052	0	0	2.795924603	0	Group2
0	0.855286338	0	0	2.145873633	2.693136803	17.67158976	0.005891505	0	0.008891891	0	0	0	0	0.919592194	0	0	0	0	0	0	0	0	3.279938846	0	0	0	0	0	0	0.007196574	0	0	0	0	Group2
0	1.09030657	0.269821892	0.021334202	0.834765342	0.118203491	0.781027126	0.227979363	0	0.240842792	0	0	0	0	1.956735175	0	0	0.040885431	0	0	0	0	0	11.94062462	0	0.285176762	0	0	0	0	0.104547243	0	0	2.849295598	0	Group2
0	1.105720204	0.086467449	0	1.964625696	3.626152277	16.8469219	0	0	0	0	0	0	0	1.382046029	0	0.052775474	0	0.0065376	0	0	0	0	4.126376146	0	0.02322121	0	0	0	0	0.190830615	0	0	0	0	Group2
0	1.112986263	0.563982803	0.002117919	0.603006596	0	1.796608576	0.229404666	0	0.207698501	0	0	0	0	1.35411452	0	0.148280857	0.020716357	0.001765828	0	0	0	0	4.122347243	0	0.349471366	0	0	0	0.006204712	0.223030626	0	0	3.555302167	0	Group2
0	3.533455092	0	0	0.316371295	0	0.474097054	3.635232353	5.197982897	1.474097326	0	0	0	0	9.550696018	0.055733079	0.0431888	0.208471171	0	0	0	0	0	2.724470025	0	0.391878624	0	0	0.024195994	0	0.095342713	0	0	0	0	Group2
0	6.021356181	1.73530961	0	0	0	0	5.421637687	6.434478745	0.901040724	0	0	0	0	6.225451275	0.039367334	0.055840367	0.244256169	0.003358532	0	0	0	0	1.724489499	0	0.341780975	0	0	0	0	0.068607281	0	0	0	0	Group2
0	4.015371415	0.202192924	0.214426183	0	0	0	5.729482355	5.294293315	1.700965179	0	0	0	0	9.614976444	0	0.067520606	0.17696223	0.007286474	0	0	0	0	2.491399389	0	0.156117439	0	0	0	0	0.127094941	0	0	0	0	Group2
0	3.389527693	0.776593941	0	0.01120191	0	0.061775667	5.791765222	5.786828686	0.693097256	0	0	0	0	6.468180488	0.76659142	0	0.227041283	0	0	0	0	0	1.176249849	0	0.37120012	0	0	0.141180555	0	0.009279628	0	0	0	0	Group2
0	5.611945032	0.263583377	0	0	0	0	5.22292331	6.329095257	1.150739467	0	0	0	0	7.105470462	0.63271404	0	0	0.010714333	0	0	0	0	1.550641194	0	0	0	0	0	0	0.067097888	0	0	0	0	Group2
0	3.656253483	0.460036229	0	0	0	0	4.260491237	6.456592813	1.37594753	0	0	0	0	7.070876657	0.253479506	0.016613552	0.096938635	0	0	0	0	0	2.814550013	0	0.21696436	0	0	0	0	0	0	0	0	0	Group2
0	4.363647392	0.376059627	0	0	0	0.109512057	5.478217624	6.091850507	0.814838409	0	0	0	0	7.741698204	0.745644499	0	0.070325578	0.003518265	0	0	0	0	2.251001387	0	0.348169072	0	0	0	0	0.119121746	0	0	0	0	Group2
0	1.589770509	0	0.016049238	0	0	0.039233584	4.039006436	5.892522891	1.152203061	0	0	0	0	7.862495697	0	0	0	0	0	0	0	0	1.783349007	0	0.375549704	0	0	0	0	0.131711333	0	0	0	0	Group2
0	3.409486949	0.777390131	0	0.118547731	0	0	4.36967724	5.230931878	0.486877174	0	0.115552625	0	0	4.776390411	0.068508038	0.280264894	0.348840822	0	0	0	0	0	1.992707893	0	0.365766608	0	0	0	0	0.066704511	0	0	0	0	Group2
0	4.746946852	0.191771395	0	0	0	0	3.540693586	5.143205118	0.912378291	0	0.074110454	0	0	7.934607061	0.185622581	0	0	0	0	0	0	0	1.768785581	0	0.241403694	0	0	0	0	0.144391772	0	0	0	0	Group2
0	2.349279686	1.011472115	0	0	0	0	5.335370217	5.379676997	1.93614008	0	0.162399197	0	0	8.265082785	0.507230195	0	0.493539467	0.006017635	0	0	0	0	3.283333352	0	0	0	0	0.140777693	0	0.155456487	0	0	0	0	Group2
0	0.891682916	0	0.165366967	1.319502422	0	4.593116528	0.173843703	0	0.614710252	0	0	0	0	1.949579619	0	0	0	0.010615939	0	0	0	0	6.559796636	0	0.792261024	0	0	0	0.369291684	0.144766266	0	0	1.81311888	0	Group2
0	0.975424538	0.688907849	0.429077711	0.141305045	0	0.017234096	0.20053972	0	0.678447736	0	0	0	0	2.786311875	0.045323596	0.059153029	0.254838037	0.033528008	0	0	0	0	3.693691135	0.180218788	0.859841115	0	0	0	0.222191132	0.11633539	0	0	4.074633992	0	Group2
0	1.073554778	0.029993726	0.160136318	0.34607139	0	5.974301191	0.105544875	0	0.389881346	0	0	0	0	2.070077784	0	0	0	0.025803525	0	0	0	0	8.880168256	0	0.691347382	0	0	0	0.256792198	0.146486598	0	0	1.328950463	0	Group2
0	1.468572111	0.949182502	0.44246831	0.215767533	0	0.081162792	0	0	0.710397426	0	0	0	0	2.978519106	0.024196419	0.020694076	0.23822977	0.025277139	0	0	0	0	6.044222011	0	0.91332742	0	0	0	0.075417277	0.155962771	0	0	2.404159715	0	Group2
0	0.900997392	0.5029479	0.310115046	1.043604398	0	2.793550824	0.130999989	0	0.570911969	0	0	0	0	3.242177024	0	0	0.126364947	0.027154482	0	0	0	0	12.66917671	0.031290212	0.972900077	0	0	0	0.696787491	0.248368822	0	0	3.36571747	0	Group2
0	1.3327586	0.868561334	0.44002805	0.043822325	0	0	0.14551628	0	0.90807911	0	0	0	0	4.425219203	0	0.097946339	0.392556265	0.033307239	0	0	0	0	5.544912659	0	1.168763794	0	0	0	0.262712679	0.174225774	0	0	5.691154627	0	Group2
0	0.827383282	0.249604908	0.279019026	0.259582602	0	1.380625048	0.130241418	0	0.588156395	0	0	0	0	2.611886695	0	0	0.13377714	0.027410174	0	0	0	0	12.94589664	0	0.796172524	0	0	0	0.38514894	0.093817868	0	0	1.041727048	0	Group2
0.174737663	1.911808777	1.493055728	0.394471719	0	0	0	0	0	1.068909339	0	0.00019996	0	0	6.037378406	0.042880516	0.176479531	0.919452122	0.051277078	0	0	0	0	3.865868679	0	1.040448415	0	0	0	0.150898626	0.171397537	0	0	1.968311745	0	Group2
0	0.731336028	0.240209756	0.513798363	0.416078889	0	1.115876695	0.20743115	0	0.521641461	0	0	0	0	3.054513445	0	0	0.0529382	0.033846956	0	0	0	0	13.43090898	0	0.55883996	0	0	0	0.402067133	0.141318715	0	0	1.942929106	0	Group2
0.105549835	1.810098155	1.58482669	0.66852204	0	0	0	0.0327351	0	0.651446764	0	0	0	0	5.756623901	0.115273619	0.117330047	0.53727954	0.053179403	0	0	0	0	5.963592764	0	1.111103306	0	0	0	0.265728929	0.181515714	0	0	3.062186749	0	Group2
0	1.460512172	0.193737662	0.376579013	0.667088891	0	3.95535948	0.095403965	0	0.568841551	0	0	0	0	4.488193269	0	0.146653939	0.587772813	0.091985235	0	0	0	0	16.71458348	0	1.697269141	0	0	0.164691585	1.817592393	0.090384987	0	0	2.354180256	0	Group2
0	1.56278736	0.442529466	0.39544398	0.067709644	0	0	0.147151175	0	0.608053188	0	0	0	0	3.319320142	0.010355204	0.124521722	0.400763514	0.053660005	0	0	0	0	9.91260507	0.013588415	0.884730846	0	0	0	0.19525115	0.227266148	0	0	5.376617086	0	Group2
0	0	0.449858323	0.086672316	0	0	0	3.144081938	1.465345648	0.963042483	0	0.018669842	0	0	3.02470463	0.026820448	0	0	0.005792333	0	0	0	0	0.067364101	0	0	0	0	0.034119216	0.023012092	0	0	0	0	0	Group2
0	0.72347809	0.302612837	0.061685511	0	0	0	2.864017018	2.108658197	0.993209298	0	0.064728471	0	0	2.820470245	0.128921298	0.051756194	0	0	0	0	0	0	1.037776945	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0.739018586	0	0.013804175	0	0	0	3.006036614	1.682463346	0.780406711	0	0	0	0	1.53837778	0.213975975	0	0	0.021935821	0	0	0	0	0.755051869	0	0.049206052	0	0	0.10475783	0	0.077765462	0	0	0	0	Group2
0	0.486491368	0.765619453	0	0.169119262	0	0	2.901248404	1.623984309	0.459733995	0	0	0	0	1.907325561	0	0	0	0	0	0	0	0	0.808754681	0	0	0	0	0.091252156	0.13820251	0	0	0	0	0	Group2
0	0	0.274147603	0.124599917	0	0	0	0.117199346	0	0.058611966	0	0.061048923	0	0	1.034596555	0	0	0	0	0	0	0	0	0.356069937	0	0	0	0	0	0.017384314	0	0	0	0	0	Group2
0	0.201753961	0.2444518	0.122600526	0	0	0.02834875	0.099835584	0	0.633128684	0	0.21598465	0	0	1.668835678	0	0.007080942	0.060177755	0	0	0	0	0	0.32632485	0	0	0	0	0	0	0.021265409	0	0	0	0	Group2
0	0.528112174	0.055494662	0.138538194	0	0	0	0.313051796	0	1.190574364	0	0.061644687	0	0	3.161279984	0.071551734	0	0.126335929	0	0	0	0	0.021430107	0.386761971	0	0	0	0	0.091056001	0.081995648	0	0	0	0	0	Group2
0	0.179128031	0.588600541	0.050872846	0	0	0.136635662	0.581053194	0	0	0	0.006781919	0	0	3.095845098	0.117052491	0.106063186	0.315788406	0	0	0	0	0	0.312505412	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0	0.49676497	0.177847904	0	0	0	0.395545127	0	0.975177289	0	0.224568587	0	0	3.091685802	0	0	0.033883795	0.00186902	0	0	0	0	2.175968926	0	0	0	0	0	0.006128448	0	0	0	0	0	Group2
0	0	0.063035175	0.231343508	0	0	0	0.309925099	0	0.211811307	0	0	0	0	0.777074397	0	0	0.002652914	0	0	0	0	0	0.184192381	0.00351383	0.06278134	0	0	0	0.028040206	0.025657149	0	0	0.048250118	0	Group2
0	0.746301854	0	0	0	0	9.514927416	0	0	0	0	0	0	0	0.451571328	0	0	0.037111044	0.000955109	0	0	0	0	9.215634566	0	0	0	0	0	0	0.007422674	0	0	0	0	Group2
0	1.23182139	0.038717359	0	0	0	0.279871771	0	0	0.235410984	0	0	0	0	0.951680348	0	0.009170677	1.289304402	9.58E-05	0	0	0	0	7.173537404	0	0.103860328	0	0	0	0	0.069095379	4.01833914	0	6.923498834	0	Group2
0	0.501593355	0	0	1.100409049	2.087133566	14.97353811	0	0	0	0	0	0	0	0.29035661	0	0	0	0.006574122	0	0	0	0	3.132002929	0	0	0	0	0	0	0	0	0	1.103751579	0	Group2
0	0.457359415	0.312734733	0	0.161676649	0	0.191591788	0	0	0.306122614	0	0	0	0	0.24357236	0	0	0.297287035	0.010729537	0	0	0	0	2.897203521	0	0	0	0	0	0	0.013897732	5.005752033	0	8.14404554	0	Group2
0	0.430847582	0	0	0.220276889	0	16.01426986	0.041708389	0	0	0	0	0	0	0.125561404	0	0	0	0	0	0	0	0	3.449935508	0	0	0	0	0	0.143695873	0	0	0	0	0	Group2
0	0.505594613	0.272325667	0	0.112532797	0	0.143782635	0	0	0.672202548	0	0	0	0	0.721584632	0	0	0.014037647	0	0	0	0	0	6.015811247	0	0	0	0	0	0	0.050724584	5.502487499	0	10.85704238	0	Group2
0	0	0	0	3.153414415	0.190223381	9.759547159	0	0	0	0	0	0	0	0.11170149	0	0	0	0	0	0	0	0	3.546201441	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0.970654256	0	0	0.388408342	0	0.354763265	0	0	0.361224566	0	0	0	0	0.404194347	0	0	0	0	0	0	0	0	5.555936507	0	0	0	0	0	0	0.022851424	4.307915042	0	9.620944029	0	Group2
0	0.116750383	0	0	0.105657848	0.271879228	22.82956042	0	0	0	0	0	0	0	0.162717905	0	0	0	0	0	0	0	0	3.820450031	0	0	0	0	0	0	0	0	0	0	0	Group2
0	1.31898874	0.395459533	0	0	0	0.110925732	0.003960154	0	0.596661716	0	0	0	0	1.09868923	0	0	0.336091168	0	0	0	0	0	7.535318383	0	0	0	0	0	0	0.007540185	3.685958904	0	12.80363417	0	Group2
0	0.221907019	0	0	6.241035902	0	15.71458676	0	0	0	0	0	0	0	0.378830652	0	0	0	0	0	0	0	0	1.415048475	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0.455337991	1.014003003	0.104677815	2.938335567	0	0.701086028	0	0	0.504700096	0	0	0	0	2.891411167	0	0	0.591594279	0	0	0	0	0	4.471795285	0	0.082746145	0	0	0	0.090917686	0.035585155	1.029608727	0	8.461373849	0	Group2
0	4.218869379	0	0	0	0	0	4.907113219	4.487615843	0.599754014	0	0	0	0	2.460797338	2.055484854	0	0.22757473	0	0	0	0	0	0	0	0.290017692	0	0	0.949821238	0	0	0	0	0	0	Group2
0	6.12611517	0.539537081	0	0	0	0	4.48318297	6.003833503	0.514512064	0	0	0	0	4.102401696	1.799693522	0.08755242	0.369794356	0	0	0	0	0	0.073308058	0.073187755	0.094958823	0	0	0.03982196	0	0	0	0	0	0	Group2
0	2.578388082	0.185110952	0	0	0	0	3.603414618	5.875529217	0.606497204	0	0	0	0	1.353036228	0.334981276	0	0.0401507	0	0	0	0	0	0.048410669	0	0	0	0	0.131502761	0	0.02632916	0	0	0	0	Group2
0	4.476868167	0.785699105	0	0	0	0	3.66186537	4.001109983	0.734584625	0	0	0	0	4.608303794	0.725255896	0	0.147294082	0	0	0	0	0	0.6497736	0	0	0	0	0.206827493	0	0	0	0	0	0	Group2
0	4.32101938	0.078295815	0.051148624	0.029652995	0	0.002277238	2.50925265	3.839664811	0.851689683	0	0.000850232	0	0	3.011940156	0.305919259	0.269607499	0	0	0	0	0	0	0.366709297	0	0	0	0	1.280872482	0	0	0	0	0	0	Group2
0	4.619119242	0.415947342	0	0	0	0	4.91909179	5.535992678	0	0	0	0	0	3.729929592	1.236104547	0	0	0	0	0	0	0	0.568841117	0	0.050902102	0	0	1.383720608	0	0	0	0	0	0	Group2
0	0.751986366	0.408419512	0	0	0	0	2.997789497	1.658724965	0.851842995	0	0.008410274	0	0	2.422287583	0.450881734	0	0	0	0	0	0	0	0	0	0	0	0	0.339149359	0	0	0	0	0	0	Group2
0	4.062984411	1.187539498	0	0	0	0	3.42126441	2.914450231	0.660055704	0	0	0	0	3.737780604	0.558393802	0	0.045317677	0	0	0	0	0	0.390102712	0	0	0	0	1.275744379	0	0.03907583	0	0	0	0	Group2
0	5.18463027	0.679095823	0.017312193	0	0	0	3.555588226	2.987563553	0.438328924	0	0.026131386	0	0	4.059398597	0.274914598	0.305080619	0.05992936	0	0	0	0	0	0.5724762	0.330484516	0.188143488	0	0	1.98739181	0	0.083122036	0	0	0	0	Group2
0	4.932135621	0.737457713	0.025778139	0	0	0	2.386029112	2.918281816	1.014595878	0	0	0	0	3.283211574	0.705595466	0	0.029963804	0	0	0	0	0	0.452727252	0	0	0	0	0.902046823	0	0	0	0	0	0	Group2
0	3.585923803	0.640953409	0	0	0	0	1.886275768	1.102566495	0.595186734	0	0.301694637	0	0	4.388699674	0.986842385	0	0.517150504	0	0	0	0	0	1.817405711	0.077297076	0.307792513	0	0	1.052599094	0	0	0	0	0	0	Group2
0	3.848581476	1.486805855	0	0	0	0	3.224281655	1.073390446	0.575783241	0	0.018441065	0	0	6.730195824	1.025007027	0	0.366034588	0	0	0	0	0	1.454278884	0	0	0	0	0.938381499	0.007318758	0.030262233	0	0	0	0	Group2
0	0.111095479	0	0	1.767578015	0	7.141688845	0.147239006	0	0.08792971	0	0	0	0	0.166150174	0	0	0	0	0	0	0	0	1.091477032	0	0	0	0	0	0.015879244	0	0	0	0	0	Group2
0	0.564870051	0.371626357	0	1.484854407	0	0.348647798	0.136389563	0	0	0	0	0	0	0.513491205	0	0	0	0	0	0	0	0	3.195704727	0	0.005100298	0	0	0	0	0	2.853573201	0	6.656099091	0	Group2
0	0	0	0	0.034140774	0	0.24653013	0	0	0.034548242	0	0	0	0	0.066988614	0.021533922	0	0	0	0	0	0	0	0	0	0.058330386	0	0	0.023644511	0	0	0	0	0.057725951	0	Group2
0	0.920368554	0.620440432	0	0.839088808	0	0.603525381	0.000580935	0	0	0	0	0	0	0.789624328	0	0.00550509	0	0	0	0	0	0	3.86062922	0	0	0	0	0	0	0.045883371	3.039110735	0	8.449107689	0	Group2
0	0.496391359	0	0	2.784465373	0.189430308	20.90189117	0.000146879	0	0	0	0	0	0	0.262297716	0	0	0	0	0	0	0	0	2.813141959	0	0	0	0	0	0	0	0	0	0	0	Group2
0	1.079742136	0.137686143	0	2.47315073	0	1.326468145	0.169297926	0	0	0.745504467	0	0	0	1.002651918	0	0	0	0	0	0	0	0	12.578603	0	0	0	0	0.132356355	0	0	0	0	3.891138954	0	Group2
0	0	0	0	3.584194705	0.143651986	22.1287594	0	0	0	0	0	0	0	0.284604215	0	0	0	0.005292449	0	0	0	0	0.350203393	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0.618993242	1.072634184	0	1.391385413	0	0.439546324	0.067990325	0	0.227500869	0	0	0	0	0.890407603	0.038424641	0.046317298	0.007484001	0	0	0	0	0	1.674273423	0	0	0	0	0.334363347	0	0.040136246	3.270560819	0	7.585819303	0	Group2
0	0.55176928	0	0	3.084436308	0.888431737	21.95524452	0	0	0	0	0	0	0	0.464150148	0	0	0	0	0	0	0	0	2.254446238	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0.541465523	0.545432687	0	1.44289107	0	1.419717647	0.214780339	0	0	0	0	0	0	0.66140814	0	0.04655765	0.043171461	0	0	0	0	0	3.739159045	0	0	0	0	0.195425308	0	0.048006256	3.464088755	0	7.761277068	0	Group2
0	0.10399675	0	0	3.122086379	1.133407138	19.78235667	0	0	0	0	0	0	0	0.227932244	0	0	0	0	0	0	0	0	2.4739176	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0.812770505	0.312873282	0	1.322378649	0	1.258321827	0.034466876	0	0.023683774	0	0	0	0	0.822487874	0	0	0.03365911	0	0	0	0	0	8.438718529	0	0	0	0	0	0	0	1.743252193	0	5.37847838	0	Group2
0	3.424691249	1.072796347	0	0.030270233	0	0	5.939304368	7.267890915	0.90337475	0	0	0	0	2.18107347	0.257709251	0.034438812	0.142157156	0.005103525	0	0	0	0	1.874612716	0	0.018787654	0	0	1.108402232	0	0.010044421	0	0	0	0	Group2
0	1.619361603	1.324963141	0	0	0	0	6.033935795	5.864361086	1.908756594	0	0	0	0	3.053407575	1.353902829	0.296574642	0	0	0	0	0	0	1.741912338	0	0	0	0	0.168226202	0	0	0	0	0	0	Group2
0	2.453959987	0.81055544	0	0.000262747	0	0.036693441	5.573926914	5.946840071	1.676532606	0	0	0	0	3.752802098	0.566053052	0	0	0	0	0	0	0	0.430786248	0	0.012986671	0	0	0	0	0.02673984	0	0	0	0	Group2
0	5.142189069	0.501273972	0	0.1126784	0	0	4.936006066	6.265326051	1.191248185	0	0	0	0	3.350874287	0.599664098	0	0.0218589	0.005973089	0	0	0	0	1.950923779	0	0.266403449	0	0	2.304174133	0	0	0	0	0	0	Group2
0	3.691565274	0.642219808	0	0.125410599	0	0.029904703	6.05523096	6.778934776	1.328611257	0	0	0	0	3.516476258	0.047688482	0	0	0	0	0	0	0	0.89273031	0	0.188681144	0	0	1.422224115	0	0	0	0	0	0	Group2
0	2.096525431	1.44613531	0	0	0	0	7.222405619	5.660236394	2.03071864	0	0	0	0	3.652253136	1.451475558	0.163015612	0	0	0	0	0	0	0.85528517	0	0.0442853	0	0	0	0	0	0	0	0	0	Group2
0	3.385312359	0.934737514	0	0	0	0.007952607	5.850086018	5.362598245	1.00359332	0	0	0	0	3.235642676	1.627714313	0	0	0.00333301	0	0	0	0	1.822559428	0	0.173555872	0	0	0	0	0	0	0	0	0	Group2
0	0.805289969	1.548426446	0	0.016003036	0	0	5.026194106	5.458511001	0.827448285	0	0	0	0	2.137618722	2.09535829	0	0	0	0	0	0	0	1.180285055	0.119614853	0.162285979	0	0	0.293575627	0	0	0	0	0	0	Group2
0	3.5984081	0.320802528	0	0	0	0.123384453	1.020135481	6.117983599	1.751053078	0	0	0	0	5.681308573	0.238792535	0	0.031052566	0	0	0	0	0	3.775415845	0	0.084870014	0	0	0.727719055	0.016723939	0.076012059	0	0	0	0	Group2
0	2.690202448	3.215042555	0.047436057	0	0	0	4.788746153	7.927405909	1.769431274	0	0	0	0	9.113866717	0	0	0.218742185	0	0	0	0	0	0.295572822	0	0	0	0	0	0	0	0	0	0	0	Group2
0	0.178338553	0	0	0.488270881	0	4.340041464	0.188179057	0	0.287667726	0	0.184808211	0	0	0.660199827	0	0	0.330301702	0.010933996	0	0	0	0	6.77026895	0	0	0	0	0	1.522898197	0	0	0	0	0	Group2
0	0.086188562	0.662765137	0	0.324205624	0	0.082827712	0	0	0.374794062	0	0.038781577	0	0	2.111469158	0	0	0.284231843	0.010007808	0	0	0	0	2.973148591	0	0	0	0	0	0	0.039904999	0.602819942	0	5.736937769	0	Group2
0	0.064511638	0	0.044887037	0.409122454	0	10.14624252	0.03828583	0	0.429316859	0	0	0	0	0.57051916	0	0	0	0	0	0	0	0	1.581120175	0	0	0	0	0	0	0.226520092	0	0	0.10660469	0	Group2
